timestamp,cpu_percent,memory_usage_mb,memory_percent,response_time_ms,status
2026-05-09 07:39:39,0.03,23.29,2.27,20,healthy
2026-05-09 07:39:45,0.03,23.38,2.28,15,healthy
2026-05-09 07:39:50,93.84,1024,100.00,99,healthy
2026-05-09 07:39:56,0.03,23.3,2.28,12,healthy
2026-05-09 07:40:02,0.02,23.39,2.28,13,healthy
2026-05-09 07:40:07,97.25,1024,100.00,24,unhealthy
2026-05-09 07:40:13,0.02,23.3,2.28,14,healthy
2026-05-09 07:40:19,18.01,54.21,5.29,13,healthy
2026-05-09 07:40:24,95.60,1024,100.00,111,healthy
2026-05-09 07:40:30,0.04,23.3,2.28,16,healthy
2026-05-09 07:40:36,0.03,23.39,2.28,55,healthy
2026-05-09 07:40:41,97.73,1024,100.00,63,healthy
2026-05-09 07:40:47,0.03,23.3,2.28,9,healthy
2026-05-09 07:40:53,47.16,199.9,19.52,31,healthy
2026-05-09 07:40:58,0.00,23.21,2.27,16,healthy
2026-05-09 07:41:04,0.03,23.53,2.30,14,healthy
2026-05-09 07:41:10,0.02,23.54,2.30,21,healthy
2026-05-09 07:41:15,97.82,1024,100.00,7,unhealthy
2026-05-09 07:41:21,5.41,23.38,2.28,18,healthy
2026-05-09 07:41:26,101.92,470.6,45.96,34,healthy
2026-05-09 07:41:32,0.03,23.22,2.27,16,healthy
2026-05-09 07:41:38,0.02,23.38,2.28,21,healthy
2026-05-09 07:41:43,96.90,1024,100.00,85,healthy
2026-05-09 07:41:49,0.03,23.4,2.29,13,healthy
2026-05-09 07:41:55,0.04,23.45,2.29,16,healthy
2026-05-09 07:42:00,99.38,937.6,91.56,50,healthy
2026-05-09 07:42:06,0.03,23.3,2.28,19,healthy
2026-05-09 07:42:12,0.02,23.38,2.28,17,healthy
2026-05-09 07:42:17,0.02,23.41,2.29,17,healthy
